file_A;onset_A;offset_A;#item_A;phone_A;file_B;onset_B;offset_B;#item_B;phone_B;speaker;question;d(A, B)
geo020s09a0006v02;0.594625;0.788211;#i342;t>e;geo020s09a0005v02;0.624523;1.010681;#i340;t>e;he;a;0.127785697808
geo020s09a0041v02;1.064881;1.322021;#i382;t>e;geo020s09a0005v02;0.624523;1.010681;#i340;t>e;he;a;0.249421062205
geo020s09a0042v02;0.741727;0.957419;#i384;t>e;geo020s09a0005v02;0.624523;1.010681;#i340;t>e;he;a;0.173404919672
geo020s09a0105v02;0.647309;0.89333;#i472;te;geo020s09a0005v02;0.624523;1.010681;#i340;t>e;he;a;0.181045601724
geo020s09a0106v02;0.643827;0.867928;#i474;te;geo020s09a0005v02;0.624523;1.010681;#i340;t>e;he;a;0.109746844952
geo020s09a0148v02;0.623522;0.82097;#i527;t>e;geo020s09a0005v02;0.624523;1.010681;#i340;t>e;he;a;0.171248658577
geo020s09a0183v02;0.796669;1.075617;#i560;t>e;geo020s09a0005v02;0.624523;1.010681;#i340;t>e;he;a;0.184291786961
geo020s09a0184v02;0.609513;0.834633;#i562;t>e;geo020s09a0005v02;0.624523;1.010681;#i340;t>e;he;a;0.107874086918
geo020s09a0005v02;0.624523;1.010681;#i340;t>e;geo020s09a0006v02;0.594625;0.788211;#i342;t>e;he;a;0.127785697808
geo020s09a0041v02;1.064881;1.322021;#i382;t>e;geo020s09a0006v02;0.594625;0.788211;#i342;t>e;he;a;0.28165807529
geo020s09a0042v02;0.741727;0.957419;#i384;t>e;geo020s09a0006v02;0.594625;0.788211;#i342;t>e;he;a;0.0824135502868
geo020s09a0105v02;0.647309;0.89333;#i472;te;geo020s09a0006v02;0.594625;0.788211;#i342;t>e;he;a;0.0791497079076
geo020s09a0106v02;0.643827;0.867928;#i474;te;geo020s09a0006v02;0.594625;0.788211;#i342;t>e;he;a;0.0849444149352
geo020s09a0148v02;0.623522;0.82097;#i527;t>e;geo020s09a0006v02;0.594625;0.788211;#i342;t>e;he;a;0.1020167395
geo020s09a0183v02;0.796669;1.075617;#i560;t>e;geo020s09a0006v02;0.594625;0.788211;#i342;t>e;he;a;0.082120019239
geo020s09a0184v02;0.609513;0.834633;#i562;t>e;geo020s09a0006v02;0.594625;0.788211;#i342;t>e;he;a;0.0786774245888
geo020s09a0005v02;0.624523;1.010681;#i340;t>e;geo020s09a0041v02;1.064881;1.322021;#i382;t>e;he;a;0.249421062205
geo020s09a0006v02;0.594625;0.788211;#i342;t>e;geo020s09a0041v02;1.064881;1.322021;#i382;t>e;he;a;0.28165807529
geo020s09a0042v02;0.741727;0.957419;#i384;t>e;geo020s09a0041v02;1.064881;1.322021;#i382;t>e;he;a;0.279566620794
geo020s09a0105v02;0.647309;0.89333;#i472;te;geo020s09a0041v02;1.064881;1.322021;#i382;t>e;he;a;0.272121608062
geo020s09a0106v02;0.643827;0.867928;#i474;te;geo020s09a0041v02;1.064881;1.322021;#i382;t>e;he;a;0.26197281018
geo020s09a0148v02;0.623522;0.82097;#i527;t>e;geo020s09a0041v02;1.064881;1.322021;#i382;t>e;he;a;0.17990493125
geo020s09a0183v02;0.796669;1.075617;#i560;t>e;geo020s09a0041v02;1.064881;1.322021;#i382;t>e;he;a;0.258280836614
geo020s09a0184v02;0.609513;0.834633;#i562;t>e;geo020s09a0041v02;1.064881;1.322021;#i382;t>e;he;a;0.265106253504
geo020s09a0005v02;0.624523;1.010681;#i340;t>e;geo020s09a0042v02;0.741727;0.957419;#i384;t>e;he;a;0.173404919672
geo020s09a0006v02;0.594625;0.788211;#i342;t>e;geo020s09a0042v02;0.741727;0.957419;#i384;t>e;he;a;0.0824135502868
geo020s09a0041v02;1.064881;1.322021;#i382;t>e;geo020s09a0042v02;0.741727;0.957419;#i384;t>e;he;a;0.279566620794
geo020s09a0105v02;0.647309;0.89333;#i472;te;geo020s09a0042v02;0.741727;0.957419;#i384;t>e;he;a;0.072647799894
geo020s09a0106v02;0.643827;0.867928;#i474;te;geo020s09a0042v02;0.741727;0.957419;#i384;t>e;he;a;0.0900250717359
geo020s09a0148v02;0.623522;0.82097;#i527;t>e;geo020s09a0042v02;0.741727;0.957419;#i384;t>e;he;a;0.0924111851799
geo020s09a0183v02;0.796669;1.075617;#i560;t>e;geo020s09a0042v02;0.741727;0.957419;#i384;t>e;he;a;0.0757873359906
geo020s09a0184v02;0.609513;0.834633;#i562;t>e;geo020s09a0042v02;0.741727;0.957419;#i384;t>e;he;a;0.0896293611723
geo020s09a0005v02;0.624523;1.010681;#i340;t>e;geo020s09a0105v02;0.647309;0.89333;#i472;te;he;a;0.181045601724
geo020s09a0006v02;0.594625;0.788211;#i342;t>e;geo020s09a0105v02;0.647309;0.89333;#i472;te;he;a;0.0791497079076
geo020s09a0041v02;1.064881;1.322021;#i382;t>e;geo020s09a0105v02;0.647309;0.89333;#i472;te;he;a;0.272121608062
geo020s09a0042v02;0.741727;0.957419;#i384;t>e;geo020s09a0105v02;0.647309;0.89333;#i472;te;he;a;0.072647799894
geo020s09a0106v02;0.643827;0.867928;#i474;te;geo020s09a0105v02;0.647309;0.89333;#i472;te;he;a;0.0803069817407
geo020s09a0148v02;0.623522;0.82097;#i527;t>e;geo020s09a0105v02;0.647309;0.89333;#i472;te;he;a;0.0900957202432
geo020s09a0183v02;0.796669;1.075617;#i560;t>e;geo020s09a0105v02;0.647309;0.89333;#i472;te;he;a;0.0640681418701
geo020s09a0184v02;0.609513;0.834633;#i562;t>e;geo020s09a0105v02;0.647309;0.89333;#i472;te;he;a;0.0689628183189
geo020s09a0005v02;0.624523;1.010681;#i340;t>e;geo020s09a0106v02;0.643827;0.867928;#i474;te;he;a;0.109746844952
geo020s09a0006v02;0.594625;0.788211;#i342;t>e;geo020s09a0106v02;0.643827;0.867928;#i474;te;he;a;0.0849444149352
geo020s09a0041v02;1.064881;1.322021;#i382;t>e;geo020s09a0106v02;0.643827;0.867928;#i474;te;he;a;0.26197281018
geo020s09a0042v02;0.741727;0.957419;#i384;t>e;geo020s09a0106v02;0.643827;0.867928;#i474;te;he;a;0.0900250717359
geo020s09a0105v02;0.647309;0.89333;#i472;te;geo020s09a0106v02;0.643827;0.867928;#i474;te;he;a;0.0803069817407
geo020s09a0148v02;0.623522;0.82097;#i527;t>e;geo020s09a0106v02;0.643827;0.867928;#i474;te;he;a;0.0947326286264
geo020s09a0183v02;0.796669;1.075617;#i560;t>e;geo020s09a0106v02;0.643827;0.867928;#i474;te;he;a;0.0691286018326
geo020s09a0184v02;0.609513;0.834633;#i562;t>e;geo020s09a0106v02;0.643827;0.867928;#i474;te;he;a;0.0614421609096
geo020s09a0005v02;0.624523;1.010681;#i340;t>e;geo020s09a0148v02;0.623522;0.82097;#i527;t>e;he;a;0.171248658577
geo020s09a0006v02;0.594625;0.788211;#i342;t>e;geo020s09a0148v02;0.623522;0.82097;#i527;t>e;he;a;0.1020167395
geo020s09a0041v02;1.064881;1.322021;#i382;t>e;geo020s09a0148v02;0.623522;0.82097;#i527;t>e;he;a;0.17990493125
geo020s09a0042v02;0.741727;0.957419;#i384;t>e;geo020s09a0148v02;0.623522;0.82097;#i527;t>e;he;a;0.0924111851799
geo020s09a0105v02;0.647309;0.89333;#i472;te;geo020s09a0148v02;0.623522;0.82097;#i527;t>e;he;a;0.0900957202432
geo020s09a0106v02;0.643827;0.867928;#i474;te;geo020s09a0148v02;0.623522;0.82097;#i527;t>e;he;a;0.0947326286264
geo020s09a0183v02;0.796669;1.075617;#i560;t>e;geo020s09a0148v02;0.623522;0.82097;#i527;t>e;he;a;0.083665840282
geo020s09a0184v02;0.609513;0.834633;#i562;t>e;geo020s09a0148v02;0.623522;0.82097;#i527;t>e;he;a;0.0860911843148
geo020s09a0005v02;0.624523;1.010681;#i340;t>e;geo020s09a0183v02;0.796669;1.075617;#i560;t>e;he;a;0.184291786961
geo020s09a0006v02;0.594625;0.788211;#i342;t>e;geo020s09a0183v02;0.796669;1.075617;#i560;t>e;he;a;0.082120019239
geo020s09a0041v02;1.064881;1.322021;#i382;t>e;geo020s09a0183v02;0.796669;1.075617;#i560;t>e;he;a;0.258280836614
geo020s09a0042v02;0.741727;0.957419;#i384;t>e;geo020s09a0183v02;0.796669;1.075617;#i560;t>e;he;a;0.0757873359906
geo020s09a0105v02;0.647309;0.89333;#i472;te;geo020s09a0183v02;0.796669;1.075617;#i560;t>e;he;a;0.0640681418701
geo020s09a0106v02;0.643827;0.867928;#i474;te;geo020s09a0183v02;0.796669;1.075617;#i560;t>e;he;a;0.0691286018326
geo020s09a0148v02;0.623522;0.82097;#i527;t>e;geo020s09a0183v02;0.796669;1.075617;#i560;t>e;he;a;0.083665840282
geo020s09a0184v02;0.609513;0.834633;#i562;t>e;geo020s09a0183v02;0.796669;1.075617;#i560;t>e;he;a;0.0562035815174
geo020s09a0005v02;0.624523;1.010681;#i340;t>e;geo020s09a0184v02;0.609513;0.834633;#i562;t>e;he;a;0.107874086918
geo020s09a0006v02;0.594625;0.788211;#i342;t>e;geo020s09a0184v02;0.609513;0.834633;#i562;t>e;he;a;0.0786774245888
geo020s09a0041v02;1.064881;1.322021;#i382;t>e;geo020s09a0184v02;0.609513;0.834633;#i562;t>e;he;a;0.265106253504
geo020s09a0042v02;0.741727;0.957419;#i384;t>e;geo020s09a0184v02;0.609513;0.834633;#i562;t>e;he;a;0.0896293611723
geo020s09a0105v02;0.647309;0.89333;#i472;te;geo020s09a0184v02;0.609513;0.834633;#i562;t>e;he;a;0.0689628183189
geo020s09a0106v02;0.643827;0.867928;#i474;te;geo020s09a0184v02;0.609513;0.834633;#i562;t>e;he;a;0.0614421609096
geo020s09a0148v02;0.623522;0.82097;#i527;t>e;geo020s09a0184v02;0.609513;0.834633;#i562;t>e;he;a;0.0860911843148
geo020s09a0183v02;0.796669;1.075617;#i560;t>e;geo020s09a0184v02;0.609513;0.834633;#i562;t>e;he;a;0.0562035815174
geo020s09a0027v01;1.154316;1.333327;#i368;k>e;geo020s09a0001v01;0.530538;0.69975;#i330;ke;he;q;0.204139695357
geo020s09a0067v01;0.89689;1.133296;#i415;k>e;geo020s09a0001v01;0.530538;0.69975;#i330;ke;he;q;0.263550810738
geo020s09a0071v01;0.968808;1.196335;#i422;k>e;geo020s09a0001v01;0.530538;0.69975;#i330;ke;he;q;0.243233497177
geo020s09a0091v01;1.067172;1.307939;#i456;k>e;geo020s09a0001v01;0.530538;0.69975;#i330;ke;he;q;0.250855864768
geo020s09a0102v01;0.818097;1.058839;#i468;k>e;geo020s09a0001v01;0.530538;0.69975;#i330;ke;he;q;0.256554489906
geo020s09a0136v01;0.909465;1.132363;#i511;ke;geo020s09a0001v01;0.530538;0.69975;#i330;ke;he;q;0.242182854168
geo020s09a0162v01;0.795468;1.004153;#i543;k>e;geo020s09a0001v01;0.530538;0.69975;#i330;ke;he;q;0.234142381484
geo020s09a0202v01;0.876301;1.074008;#i588;k>e;geo020s09a0001v01;0.530538;0.69975;#i330;ke;he;q;0.281940044628
geo020s09a0206v01;0.778134;0.976259;#i591;k>e;geo020s09a0001v01;0.530538;0.69975;#i330;ke;he;q;0.268205558956
geo020s09a0001v01;0.530538;0.69975;#i330;ke;geo020s09a0027v01;1.154316;1.333327;#i368;k>e;he;q;0.204139695357
geo020s09a0067v01;0.89689;1.133296;#i415;k>e;geo020s09a0027v01;1.154316;1.333327;#i368;k>e;he;q;0.159963406283
geo020s09a0071v01;0.968808;1.196335;#i422;k>e;geo020s09a0027v01;1.154316;1.333327;#i368;k>e;he;q;0.13786030446
geo020s09a0091v01;1.067172;1.307939;#i456;k>e;geo020s09a0027v01;1.154316;1.333327;#i368;k>e;he;q;0.136139714772
geo020s09a0102v01;0.818097;1.058839;#i468;k>e;geo020s09a0027v01;1.154316;1.333327;#i368;k>e;he;q;0.16540187966
geo020s09a0136v01;0.909465;1.132363;#i511;ke;geo020s09a0027v01;1.154316;1.333327;#i368;k>e;he;q;0.121652140518
geo020s09a0162v01;0.795468;1.004153;#i543;k>e;geo020s09a0027v01;1.154316;1.333327;#i368;k>e;he;q;0.121482361623
geo020s09a0202v01;0.876301;1.074008;#i588;k>e;geo020s09a0027v01;1.154316;1.333327;#i368;k>e;he;q;0.160455216934
geo020s09a0206v01;0.778134;0.976259;#i591;k>e;geo020s09a0027v01;1.154316;1.333327;#i368;k>e;he;q;0.149340097454
geo020s09a0001v01;0.530538;0.69975;#i330;ke;geo020s09a0067v01;0.89689;1.133296;#i415;k>e;he;q;0.263550810738
geo020s09a0027v01;1.154316;1.333327;#i368;k>e;geo020s09a0067v01;0.89689;1.133296;#i415;k>e;he;q;0.159963406283
geo020s09a0071v01;0.968808;1.196335;#i422;k>e;geo020s09a0067v01;0.89689;1.133296;#i415;k>e;he;q;0.0838545027036
geo020s09a0091v01;1.067172;1.307939;#i456;k>e;geo020s09a0067v01;0.89689;1.133296;#i415;k>e;he;q;0.0804721131041
geo020s09a0102v01;0.818097;1.058839;#i468;k>e;geo020s09a0067v01;0.89689;1.133296;#i415;k>e;he;q;0.143835849367
geo020s09a0136v01;0.909465;1.132363;#i511;ke;geo020s09a0067v01;0.89689;1.133296;#i415;k>e;he;q;0.0782804369704
geo020s09a0162v01;0.795468;1.004153;#i543;k>e;geo020s09a0067v01;0.89689;1.133296;#i415;k>e;he;q;0.108960643539
geo020s09a0202v01;0.876301;1.074008;#i588;k>e;geo020s09a0067v01;0.89689;1.133296;#i415;k>e;he;q;0.12153889071
geo020s09a0206v01;0.778134;0.976259;#i591;k>e;geo020s09a0067v01;0.89689;1.133296;#i415;k>e;he;q;0.102413863289
geo020s09a0001v01;0.530538;0.69975;#i330;ke;geo020s09a0071v01;0.968808;1.196335;#i422;k>e;he;q;0.243233497177
geo020s09a0027v01;1.154316;1.333327;#i368;k>e;geo020s09a0071v01;0.968808;1.196335;#i422;k>e;he;q;0.13786030446
geo020s09a0067v01;0.89689;1.133296;#i415;k>e;geo020s09a0071v01;0.968808;1.196335;#i422;k>e;he;q;0.0838545027036
geo020s09a0091v01;1.067172;1.307939;#i456;k>e;geo020s09a0071v01;0.968808;1.196335;#i422;k>e;he;q;0.0811222703525
geo020s09a0102v01;0.818097;1.058839;#i468;k>e;geo020s09a0071v01;0.968808;1.196335;#i422;k>e;he;q;0.157334016154
geo020s09a0136v01;0.909465;1.132363;#i511;ke;geo020s09a0071v01;0.968808;1.196335;#i422;k>e;he;q;0.080997358006
geo020s09a0162v01;0.795468;1.004153;#i543;k>e;geo020s09a0071v01;0.968808;1.196335;#i422;k>e;he;q;0.106168122019
geo020s09a0202v01;0.876301;1.074008;#i588;k>e;geo020s09a0071v01;0.968808;1.196335;#i422;k>e;he;q;0.125474307415
geo020s09a0206v01;0.778134;0.976259;#i591;k>e;geo020s09a0071v01;0.968808;1.196335;#i422;k>e;he;q;0.0859349302569
geo020s09a0001v01;0.530538;0.69975;#i330;ke;geo020s09a0091v01;1.067172;1.307939;#i456;k>e;he;q;0.250855864768
geo020s09a0027v01;1.154316;1.333327;#i368;k>e;geo020s09a0091v01;1.067172;1.307939;#i456;k>e;he;q;0.136139714772
geo020s09a0067v01;0.89689;1.133296;#i415;k>e;geo020s09a0091v01;1.067172;1.307939;#i456;k>e;he;q;0.0804721131041
geo020s09a0071v01;0.968808;1.196335;#i422;k>e;geo020s09a0091v01;1.067172;1.307939;#i456;k>e;he;q;0.0811222703525
geo020s09a0102v01;0.818097;1.058839;#i468;k>e;geo020s09a0091v01;1.067172;1.307939;#i456;k>e;he;q;0.146459705848
geo020s09a0136v01;0.909465;1.132363;#i511;ke;geo020s09a0091v01;1.067172;1.307939;#i456;k>e;he;q;0.0684640139004
geo020s09a0162v01;0.795468;1.004153;#i543;k>e;geo020s09a0091v01;1.067172;1.307939;#i456;k>e;he;q;0.100096392194
geo020s09a0202v01;0.876301;1.074008;#i588;k>e;geo020s09a0091v01;1.067172;1.307939;#i456;k>e;he;q;0.112938923476
geo020s09a0206v01;0.778134;0.976259;#i591;k>e;geo020s09a0091v01;1.067172;1.307939;#i456;k>e;he;q;0.0920927999014
geo020s09a0001v01;0.530538;0.69975;#i330;ke;geo020s09a0102v01;0.818097;1.058839;#i468;k>e;he;q;0.256554489906
geo020s09a0027v01;1.154316;1.333327;#i368;k>e;geo020s09a0102v01;0.818097;1.058839;#i468;k>e;he;q;0.16540187966
geo020s09a0067v01;0.89689;1.133296;#i415;k>e;geo020s09a0102v01;0.818097;1.058839;#i468;k>e;he;q;0.143835849367
geo020s09a0071v01;0.968808;1.196335;#i422;k>e;geo020s09a0102v01;0.818097;1.058839;#i468;k>e;he;q;0.157334016154
geo020s09a0091v01;1.067172;1.307939;#i456;k>e;geo020s09a0102v01;0.818097;1.058839;#i468;k>e;he;q;0.146459705848
geo020s09a0136v01;0.909465;1.132363;#i511;ke;geo020s09a0102v01;0.818097;1.058839;#i468;k>e;he;q;0.136914434536
geo020s09a0162v01;0.795468;1.004153;#i543;k>e;geo020s09a0102v01;0.818097;1.058839;#i468;k>e;he;q;0.143264282708
geo020s09a0202v01;0.876301;1.074008;#i588;k>e;geo020s09a0102v01;0.818097;1.058839;#i468;k>e;he;q;0.109008706008
geo020s09a0206v01;0.778134;0.976259;#i591;k>e;geo020s09a0102v01;0.818097;1.058839;#i468;k>e;he;q;0.132179720825
geo020s09a0001v01;0.530538;0.69975;#i330;ke;geo020s09a0136v01;0.909465;1.132363;#i511;ke;he;q;0.242182854168
geo020s09a0027v01;1.154316;1.333327;#i368;k>e;geo020s09a0136v01;0.909465;1.132363;#i511;ke;he;q;0.121652140518
geo020s09a0067v01;0.89689;1.133296;#i415;k>e;geo020s09a0136v01;0.909465;1.132363;#i511;ke;he;q;0.0782804369704
geo020s09a0071v01;0.968808;1.196335;#i422;k>e;geo020s09a0136v01;0.909465;1.132363;#i511;ke;he;q;0.080997358006
geo020s09a0091v01;1.067172;1.307939;#i456;k>e;geo020s09a0136v01;0.909465;1.132363;#i511;ke;he;q;0.0684640139004
geo020s09a0102v01;0.818097;1.058839;#i468;k>e;geo020s09a0136v01;0.909465;1.132363;#i511;ke;he;q;0.136914434536
geo020s09a0162v01;0.795468;1.004153;#i543;k>e;geo020s09a0136v01;0.909465;1.132363;#i511;ke;he;q;0.0951132225253
geo020s09a0202v01;0.876301;1.074008;#i588;k>e;geo020s09a0136v01;0.909465;1.132363;#i511;ke;he;q;0.126505516523
geo020s09a0206v01;0.778134;0.976259;#i591;k>e;geo020s09a0136v01;0.909465;1.132363;#i511;ke;he;q;0.0845792084726
geo020s09a0001v01;0.530538;0.69975;#i330;ke;geo020s09a0162v01;0.795468;1.004153;#i543;k>e;he;q;0.234142381484
geo020s09a0027v01;1.154316;1.333327;#i368;k>e;geo020s09a0162v01;0.795468;1.004153;#i543;k>e;he;q;0.121482361623
geo020s09a0067v01;0.89689;1.133296;#i415;k>e;geo020s09a0162v01;0.795468;1.004153;#i543;k>e;he;q;0.108960643539
geo020s09a0071v01;0.968808;1.196335;#i422;k>e;geo020s09a0162v01;0.795468;1.004153;#i543;k>e;he;q;0.106168122019
geo020s09a0091v01;1.067172;1.307939;#i456;k>e;geo020s09a0162v01;0.795468;1.004153;#i543;k>e;he;q;0.100096392194
geo020s09a0102v01;0.818097;1.058839;#i468;k>e;geo020s09a0162v01;0.795468;1.004153;#i543;k>e;he;q;0.143264282708
geo020s09a0136v01;0.909465;1.132363;#i511;ke;geo020s09a0162v01;0.795468;1.004153;#i543;k>e;he;q;0.0951132225253
geo020s09a0202v01;0.876301;1.074008;#i588;k>e;geo020s09a0162v01;0.795468;1.004153;#i543;k>e;he;q;0.115732289502
geo020s09a0206v01;0.778134;0.976259;#i591;k>e;geo020s09a0162v01;0.795468;1.004153;#i543;k>e;he;q;0.103031478453
geo020s09a0001v01;0.530538;0.69975;#i330;ke;geo020s09a0202v01;0.876301;1.074008;#i588;k>e;he;q;0.281940044628
geo020s09a0027v01;1.154316;1.333327;#i368;k>e;geo020s09a0202v01;0.876301;1.074008;#i588;k>e;he;q;0.160455216934
geo020s09a0067v01;0.89689;1.133296;#i415;k>e;geo020s09a0202v01;0.876301;1.074008;#i588;k>e;he;q;0.12153889071
geo020s09a0071v01;0.968808;1.196335;#i422;k>e;geo020s09a0202v01;0.876301;1.074008;#i588;k>e;he;q;0.125474307415
geo020s09a0091v01;1.067172;1.307939;#i456;k>e;geo020s09a0202v01;0.876301;1.074008;#i588;k>e;he;q;0.112938923476
geo020s09a0102v01;0.818097;1.058839;#i468;k>e;geo020s09a0202v01;0.876301;1.074008;#i588;k>e;he;q;0.109008706008
geo020s09a0136v01;0.909465;1.132363;#i511;ke;geo020s09a0202v01;0.876301;1.074008;#i588;k>e;he;q;0.126505516523
geo020s09a0162v01;0.795468;1.004153;#i543;k>e;geo020s09a0202v01;0.876301;1.074008;#i588;k>e;he;q;0.115732289502
geo020s09a0206v01;0.778134;0.976259;#i591;k>e;geo020s09a0202v01;0.876301;1.074008;#i588;k>e;he;q;0.11770946564
geo020s09a0001v01;0.530538;0.69975;#i330;ke;geo020s09a0206v01;0.778134;0.976259;#i591;k>e;he;q;0.268205558956
geo020s09a0027v01;1.154316;1.333327;#i368;k>e;geo020s09a0206v01;0.778134;0.976259;#i591;k>e;he;q;0.149340097454
geo020s09a0067v01;0.89689;1.133296;#i415;k>e;geo020s09a0206v01;0.778134;0.976259;#i591;k>e;he;q;0.102413863289
geo020s09a0071v01;0.968808;1.196335;#i422;k>e;geo020s09a0206v01;0.778134;0.976259;#i591;k>e;he;q;0.0859349302569
geo020s09a0091v01;1.067172;1.307939;#i456;k>e;geo020s09a0206v01;0.778134;0.976259;#i591;k>e;he;q;0.0920927999014
geo020s09a0102v01;0.818097;1.058839;#i468;k>e;geo020s09a0206v01;0.778134;0.976259;#i591;k>e;he;q;0.132179720825
geo020s09a0136v01;0.909465;1.132363;#i511;ke;geo020s09a0206v01;0.778134;0.976259;#i591;k>e;he;q;0.0845792084726
geo020s09a0162v01;0.795468;1.004153;#i543;k>e;geo020s09a0206v01;0.778134;0.976259;#i591;k>e;he;q;0.103031478453
geo020s09a0202v01;0.876301;1.074008;#i588;k>e;geo020s09a0206v01;0.778134;0.976259;#i591;k>e;he;q;0.11770946564
geo020s08a0013v01;0.553685;0.729623;#i16;t>e;geo020s08a0006v01;0.956625;1.142602;#i2;t>e;she;q;0.112835806663
geo020s08a0042v01;0.883081;1.10189;#i50;t>e;geo020s08a0006v01;0.956625;1.142602;#i2;t>e;she;q;0.137267258762
geo020s08a0048v01;0.839165;1.065137;#i55;t>e;geo020s08a0006v01;0.956625;1.142602;#i2;t>e;she;q;0.0934633484327
geo020s08a0106v01;0.743085;0.973033;#i149;te;geo020s08a0006v01;0.956625;1.142602;#i2;t>e;she;q;0.17115979517
geo020s08a0139v01;0.831256;1.062159;#i197;t>e;geo020s08a0006v01;0.956625;1.142602;#i2;t>e;she;q;0.0965266083197
geo020s08a0148v01;0.775695;0.94863;#i210;t>e;geo020s08a0006v01;0.956625;1.142602;#i2;t>e;she;q;0.118198461616
geo020s08a0175v01;0.595767;0.81149;#i240;t>e;geo020s08a0006v01;0.956625;1.142602;#i2;t>e;she;q;0.129649331792
geo020s08a0184v01;0.707643;0.878858;#i249;t>e;geo020s08a0006v01;0.956625;1.142602;#i2;t>e;she;q;0.106588881566
geo020s08a0239v01;0.898617;1.175933;#i320;te;geo020s08a0006v01;0.956625;1.142602;#i2;t>e;she;q;0.157386132573
geo020s08a0006v01;0.956625;1.142602;#i2;t>e;geo020s08a0013v01;0.553685;0.729623;#i16;t>e;she;q;0.112835806663
geo020s08a0042v01;0.883081;1.10189;#i50;t>e;geo020s08a0013v01;0.553685;0.729623;#i16;t>e;she;q;0.146286605752
geo020s08a0048v01;0.839165;1.065137;#i55;t>e;geo020s08a0013v01;0.553685;0.729623;#i16;t>e;she;q;0.122856823358
geo020s08a0106v01;0.743085;0.973033;#i149;te;geo020s08a0013v01;0.553685;0.729623;#i16;t>e;she;q;0.166926195011
geo020s08a0139v01;0.831256;1.062159;#i197;t>e;geo020s08a0013v01;0.553685;0.729623;#i16;t>e;she;q;0.113901913575
geo020s08a0148v01;0.775695;0.94863;#i210;t>e;geo020s08a0013v01;0.553685;0.729623;#i16;t>e;she;q;0.132038255178
geo020s08a0175v01;0.595767;0.81149;#i240;t>e;geo020s08a0013v01;0.553685;0.729623;#i16;t>e;she;q;0.126269590964
geo020s08a0184v01;0.707643;0.878858;#i249;t>e;geo020s08a0013v01;0.553685;0.729623;#i16;t>e;she;q;0.129798446787
geo020s08a0239v01;0.898617;1.175933;#i320;te;geo020s08a0013v01;0.553685;0.729623;#i16;t>e;she;q;0.156729531098
geo020s08a0006v01;0.956625;1.142602;#i2;t>e;geo020s08a0042v01;0.883081;1.10189;#i50;t>e;she;q;0.137267258762
geo020s08a0013v01;0.553685;0.729623;#i16;t>e;geo020s08a0042v01;0.883081;1.10189;#i50;t>e;she;q;0.146286605752
geo020s08a0048v01;0.839165;1.065137;#i55;t>e;geo020s08a0042v01;0.883081;1.10189;#i50;t>e;she;q;0.120817156656
geo020s08a0106v01;0.743085;0.973033;#i149;te;geo020s08a0042v01;0.883081;1.10189;#i50;t>e;she;q;0.208268677738
geo020s08a0139v01;0.831256;1.062159;#i197;t>e;geo020s08a0042v01;0.883081;1.10189;#i50;t>e;she;q;0.127381857561
geo020s08a0148v01;0.775695;0.94863;#i210;t>e;geo020s08a0042v01;0.883081;1.10189;#i50;t>e;she;q;0.152597124781
geo020s08a0175v01;0.595767;0.81149;#i240;t>e;geo020s08a0042v01;0.883081;1.10189;#i50;t>e;she;q;0.1362787224
geo020s08a0184v01;0.707643;0.878858;#i249;t>e;geo020s08a0042v01;0.883081;1.10189;#i50;t>e;she;q;0.136496206732
geo020s08a0239v01;0.898617;1.175933;#i320;te;geo020s08a0042v01;0.883081;1.10189;#i50;t>e;she;q;0.184637493694
geo020s08a0006v01;0.956625;1.142602;#i2;t>e;geo020s08a0048v01;0.839165;1.065137;#i55;t>e;she;q;0.0934633484327
geo020s08a0013v01;0.553685;0.729623;#i16;t>e;geo020s08a0048v01;0.839165;1.065137;#i55;t>e;she;q;0.122856823358
geo020s08a0042v01;0.883081;1.10189;#i50;t>e;geo020s08a0048v01;0.839165;1.065137;#i55;t>e;she;q;0.120817156656
geo020s08a0106v01;0.743085;0.973033;#i149;te;geo020s08a0048v01;0.839165;1.065137;#i55;t>e;she;q;0.160741982001
geo020s08a0139v01;0.831256;1.062159;#i197;t>e;geo020s08a0048v01;0.839165;1.065137;#i55;t>e;she;q;0.111123878224
geo020s08a0148v01;0.775695;0.94863;#i210;t>e;geo020s08a0048v01;0.839165;1.065137;#i55;t>e;she;q;0.109824380414
geo020s08a0175v01;0.595767;0.81149;#i240;t>e;geo020s08a0048v01;0.839165;1.065137;#i55;t>e;she;q;0.121777835565
geo020s08a0184v01;0.707643;0.878858;#i249;t>e;geo020s08a0048v01;0.839165;1.065137;#i55;t>e;she;q;0.101878401647
geo020s08a0239v01;0.898617;1.175933;#i320;te;geo020s08a0048v01;0.839165;1.065137;#i55;t>e;she;q;0.156301338431
geo020s08a0006v01;0.956625;1.142602;#i2;t>e;geo020s08a0106v01;0.743085;0.973033;#i149;te;she;q;0.17115979517
geo020s08a0013v01;0.553685;0.729623;#i16;t>e;geo020s08a0106v01;0.743085;0.973033;#i149;te;she;q;0.166926195011
geo020s08a0042v01;0.883081;1.10189;#i50;t>e;geo020s08a0106v01;0.743085;0.973033;#i149;te;she;q;0.208268677738
geo020s08a0048v01;0.839165;1.065137;#i55;t>e;geo020s08a0106v01;0.743085;0.973033;#i149;te;she;q;0.160741982001
geo020s08a0139v01;0.831256;1.062159;#i197;t>e;geo020s08a0106v01;0.743085;0.973033;#i149;te;she;q;0.173663353299
